gene	siADNP1	siADNP2	siADNP3	SCR1	SCR2	SCR3
LOC100286979	1	0	0	1	1	1
LOC100287010	0	0	0	0	0	0
LOC100287015	33	30	31	45	54	44
LOC100287036	7	3	3	4	1	1
LOC100287042	24	34	28	40	30	43
LOC100287177	7	5	8	9	6	17
LOC100287216	0	0	0	0	0	0
LOC100287225	1	0	0	0	0	0
LOC100287314	23	32	20	26	19	26
LOC100287482	10	10	6	12	8	9
LOC100287559	0	1	1	0	2	1
LOC100287616	80	67	67	38	50	44
LOC100287632	0	0	0	0	0	0
LOC100287704	0	0	0	0	0	0
LOC100287718	0	0	0	0	0	0
LOC100287722	0	0	0	0	0	0
LOC100287765	57	72	69	69	110	68
LOC100287792	0	0	0	0	0	0
LOC100287814	0	0	0	0	0	0
LOC100287834	0	0	0	0	0	0
LOC100287846	0	0	0	0	0	0
LOC100287879	0	0	0	0	1	0
LOC100287944	0	0	2	0	1	0
LOC100288069	67	46	55	68	75	73
LOC100288077	0	0	0	0	0	0
LOC100288079	0	0	0	0	0	0
LOC100288122	0	0	0	0	0	0
LOC100288123	0	0	0	0	0	0
LOC100288181	15	26	24	35	29	22
LOC100288198	11	11	12	17	25	9
LOC100288255	0	0	0	0	0	0
LOC100288346	0	0	0	1	0	0
LOC100288428	3	2	5	3	3	9
LOC100288432	1	0	0	0	0	0
LOC100288524	0	0	0	0	0	0
LOC100288570	0	0	0	0	0	0
LOC100288615	18	32	22	24	23	40
LOC100288637	134	186	146	192	165	161
LOC100288748	13	7	5	17	9	14
LOC100288778	39	45	31	60	60	52
LOC100288814	1	1	0	2	3	3
LOC100288842	25	39	24	36	37	29
LOC100288846	3	2	2	3	7	3
LOC100288911	0	4	0	1	1	2
LOC100288974	5	3	3	5	4	5
LOC100289019	31	39	26	28	34	28
LOC100289092	24	25	21	21	17	17
LOC100289178	1	2	1	1	8	0
LOC100289187	2	1	9	6	6	1
LOC100289211	0	0	2	0	2	0
LOC100289230	7	24	10	24	19	16
LOC100289255	0	0	0	0	0	0
LOC100289341	5	6	7	5	6	5
LOC100289361	8	5	6	14	9	12
LOC100289473	0	0	2	3	2	0
LOC100289495	2	3	5	11	12	5
LOC100289509	3	7	5	3	4	2
LOC100289511	0	2	1	4	2	1
LOC100289561	2	3	1	1	3	3
LOC100289650	0	0	0	1	2	0
LOC100289656	0	0	0	0	0	0
LOC100289673	0	0	0	0	0	0
LOC100292680	1	1	0	0	4	2
LOC100293534	0	0	0	0	0	0
LOC100294145	125	116	101	169	185	149
LOC100294362	9	3	8	4	10	5
LOC100302401	1	6	2	10	5	4
LOC100302640	2	4	2	13	8	7
LOC100302650	1	0	1	3	4	1
LOC100303749	0	0	0	0	0	0
LOC100306951	132	127	121	163	142	110
LOC100306975	1	1	2	3	4	2
LOC100329109	43	47	32	30	63	38
LOC100329135	0	0	0	0	0	0
LOC100335030	24	36	12	30	30	14
LOC100379224	5	4	6	6	7	4
LOC100422737	0	0	0	0	0	0
LOC100498859	0	1	0	0	0	0
LOC100499177	329	318	289	355	344	272
LOC100499183	2	2	0	1	0	3
LOC100499194	0	0	0	0	0	0
LOC100499227	50	59	49	53	52	38
LOC100499405	1	0	1	1	0	0
LOC100499466	429	493	368	517	623	488
LOC100499467	48	63	48	43	55	50
LOC100499484	18	27	14	28	21	28
LOC100499489	1	4	1	2	1	5
LOC100500773	0	0	0	0	0	0
LOC100500938	0	0	0	0	0	0
LOC100505474	0	0	0	0	0	0
LOC100505478	0	0	2	0	1	0
LOC100505483	2	2	2	3	1	2
LOC100505495	0	0	0	0	0	0
LOC100505536	1	3	2	1	2	1
LOC100505540	0	0	0	0	0	0
LOC100505545	0	0	0	0	0	0
LOC100505549	54	43	39	40	49	40
LOC100505576	9	12	4	7	6	3
LOC100505583	0	0	0	0	0	0
LOC100505619	0	0	0	0	0	0
LOC100505622	0	0	0	0	0	0
LOC100505624	0	0	0	0	0	1
LOC100505633	0	0	1	0	1	0
LOC100505648	3	9	5	11	13	11
LOC100505658	0	0	0	0	1	0
LOC100505659	0	0	0	0	0	0
LOC100505666	18	14	11	10	15	13
LOC100505676	0	2	0	2	4	1
LOC100505678	6	1	5	5	2	4
LOC100505679	2	1	3	1	3	2
LOC100505681	14	14	22	14	20	3
LOC100505687	86	89	67	80	106	85
LOC100505695	10	17	14	16	11	11
LOC100505696	53	61	41	74	82	74
LOC100505702	2	0	3	3	0	2
LOC100505715	0	0	0	0	0	0
LOC100505716	1	0	0	0	0	0
LOC100505718	0	0	0	0	0	0
LOC100505738	0	0	0	0	1	0
LOC100505746	0	1	0	0	1	0
LOC100505761	56	74	65	75	73	50
LOC100505768	0	0	0	0	0	0
LOC100505776	0	0	0	0	0	0
LOC100505782	1	1	1	1	1	4
LOC100505783	10	20	18	16	19	15
LOC100505795	0	0	1	0	0	1
LOC100505806	0	0	0	0	0	0
LOC100505812	2	4	3	2	3	3
LOC100505815	67	75	67	52	41	53
LOC100505817	0	0	0	0	0	0
LOC100505826	2	4	1	6	4	4
LOC100505835	0	0	0	0	0	0
LOC100505839	2	1	0	2	3	1
LOC100505841	0	3	1	0	0	1
LOC100505854	32	47	36	39	52	31
LOC100505865	22	17	12	18	22	26
LOC100505875	0	0	5	0	1	1
LOC100505876	264	303	236	276	297	244
LOC100505894	25	52	29	38	43	27
LOC100505912	4	1	2	4	4	1
LOC100505918	1	1	0	3	1	0
LOC100505933	1	0	0	0	2	0
LOC100505964	0	0	0	0	0	0
LOC100505967	0	0	0	0	1	1
LOC100505978	0	0	0	0	1	0
LOC100505989	0	0	0	0	0	0
LOC100506012	4	5	4	6	10	6
LOC100506013	0	0	0	0	0	0
LOC100506023	8	9	3	11	13	12
LOC100506025	1	0	0	0	1	0
LOC100506033	5	5	1	2	5	4
LOC100506035	0	0	0	0	0	0
LOC100506046	2	0	0	0	1	0
LOC100506050	0	0	0	0	0	0
LOC100506054	123	108	101	152	178	146
LOC100506068	0	0	0	0	0	0
LOC100506071	9	9	4	15	16	11
LOC100506083	19	19	12	18	25	13
LOC100506085	0	0	0	0	0	0
LOC100506100	33	39	20	53	52	65
LOC100506122	0	0	0	0	0	0
LOC100506123	11	12	10	3	2	2
LOC100506124	6	11	13	5	9	6
LOC100506134	0	0	0	0	0	0
LOC100506136	8	4	3	9	6	5
LOC100506172	0	0	0	0	0	0
LOC100506178	0	0	0	0	0	0
LOC100506190	36	48	46	48	64	36
LOC100506195	0	0	0	0	0	0
LOC100506207	7	4	14	14	10	6
LOC100506229	0	0	0	0	0	0
LOC100506233	99	120	120	154	161	141
LOC100506241	2	2	0	0	0	3
LOC100506274	0	1	0	0	0	0
LOC100506305	0	0	0	0	0	0
LOC100506314	16	20	19	30	27	26
LOC100506321	0	0	0	0	1	0
LOC100506334	0	0	0	0	0	0
LOC100506343	3	1	2	3	1	5
LOC100506368	0	0	1	0	2	0
LOC100506384	0	0	0	0	0	0
LOC100506385	8	4	11	2	4	5
LOC100506388	0	0	0	0	0	0
LOC100506393	0	0	0	0	0	0
LOC100506394	8	10	7	29	42	24
LOC100506409	0	1	0	0	0	0
LOC100506421	0	0	0	0	0	0
LOC100506422	0	0	0	1	1	0
LOC100506433	0	0	0	0	0	0
LOC100506451	2	4	4	3	2	0
LOC100506462	0	0	0	2	0	0
LOC100506469	75	87	87	72	84	63
LOC100506472	9	7	4	12	12	8
LOC100506474	0	0	0	0	2	0
LOC100506497	0	0	0	0	0	0
LOC100506540	5	9	3	4	4	5
LOC100506548	278	370	314	399	456	358
LOC100506585	0	0	0	0	0	0
LOC100506599	12	14	16	18	23	24
LOC100506649	37	35	21	40	35	40
LOC100506650	0	0	0	0	0	0
LOC100506655	0	0	0	0	0	0
LOC100506660	9	17	6	8	11	7
LOC100506668	78	72	58	102	124	117
LOC100506686	53	56	56	88	98	73
LOC100506688	1	6	3	0	2	2
LOC100506710	447	606	436	567	601	415
LOC100506713	9	7	4	9	15	19
LOC100506714	26	8	24	15	23	26
LOC100506730	32	37	18	25	26	17
LOC100506733	0	0	0	0	0	0
LOC100506746	6	8	3	6	6	3
LOC100506757	0	0	0	0	0	0
LOC100506776	4	6	9	4	5	3
LOC100506779	3	1	1	2	4	4
LOC100506795	0	0	0	0	0	0
LOC100506801	0	1	1	0	0	2
LOC100506804	6	5	0	7	20	11
LOC100506810	0	0	0	0	0	0
LOC100506835	0	0	0	0	0	0
LOC100506844	36	26	22	24	31	35
LOC100506866	90	100	96	100	118	90
LOC100506874	0	0	0	0	0	0
LOC100506888	0	0	0	0	0	0
LOC100506895	1	2	2	1	1	0
LOC100506930	0	1	0	1	0	2
LOC100506939	23	16	16	28	28	25
LOC100506963	10	26	16	26	38	21
LOC100506990	11	6	7	15	17	8
LOC100506994	0	0	0	0	0	0
LOC100507003	31	17	20	16	8	5
LOC100507032	22	20	15	29	32	23
LOC100507034	4	8	7	1	4	7
LOC100507043	0	0	0	1	0	1
LOC100507050	0	1	2	0	2	1
LOC100507053	54	70	35	56	81	61
LOC100507055	0	0	0	0	0	0
LOC100507062	23	23	19	34	21	16
LOC100507066	0	0	0	0	0	0
LOC100507086	6	4	2	3	7	2
LOC100507091	0	0	0	0	0	0
LOC100507096	0	0	0	0	0	0
LOC100507117	1	3	1	2	2	1
LOC100507127	0	0	0	0	0	1
LOC100507140	1	0	1	1	3	2
LOC100507156	0	0	1	1	1	0
LOC100507173	38	40	36	46	54	42
LOC100507178	55	79	50	58	63	50
LOC100507194	1	1	1	1	0	2
LOC100507203	0	0	0	0	0	0
LOC100507205	0	0	0	0	0	0
LOC100507206	0	0	0	0	0	0
LOC100507217	112	119	92	134	189	125
LOC100507218	1	6	0	0	2	0
LOC100507240	2	5	5	5	4	4
LOC100507244	1	1	0	3	0	1
LOC100507246	3190	3328	3045	4289	4949	3748
LOC100507250	4	3	4	1	1	7
LOC100507254	0	0	0	0	0	0
LOC100507266	22	33	22	36	31	27
LOC100507299	7	6	8	10	13	6
LOC100507300	0	0	0	1	0	0
LOC100507331	3	5	5	3	4	8
LOC100507334	0	0	0	0	0	0
LOC100507341	0	1	0	0	0	0
LOC100507346	0	0	0	0	1	0
LOC100507351	0	1	0	0	0	0
LOC100507362	0	0	0	0	1	0
LOC100507373	4	6	6	9	8	8
LOC100507377	4	8	5	6	11	5
LOC100507387	0	0	0	0	0	0
LOC100507389	0	0	0	0	0	0
LOC100507391	2	0	0	1	2	1
LOC100507392	0	0	0	0	0	0
LOC100507401	12	12	6	4	5	8
LOC100507404	0	0	3	2	0	0
LOC100507410	0	0	0	0	0	0
LOC100507412	0	0	0	0	0	0
LOC100507421	1	1	2	1	0	2
LOC100507423	0	0	0	0	1	0
LOC100507424	13	11	11	12	28	10
LOC100507433	0	0	0	0	0	0
LOC100507443	0	0	0	0	0	0
LOC100507462	7	11	9	14	25	23
LOC100507463	1	1	2	1	4	2
LOC100507466	3	1	0	2	3	5
LOC100507470	0	0	0	0	0	0
LOC100507472	3	2	3	2	2	3
LOC100507489	0	0	0	0	1	1
LOC100507495	47	55	35	61	59	48
LOC100507501	16	19	19	26	14	19
LOC100507537	0	0	0	0	0	0
LOC100507547	9	9	8	8	10	6
LOC100507557	0	2	0	7	5	1
LOC100507564	5	6	4	7	4	2
LOC100507567	4	3	3	8	4	2
LOC100507577	19	22	33	31	42	23
LOC100507582	0	1	2	1	1	1
LOC100507584	0	0	0	0	1	0
LOC100507588	28	27	27	26	36	25
LOC100507589	4	8	6	5	5	10
LOC100507600	0	0	0	0	0	1
LOC100507605	0	0	0	0	0	0
LOC100507629	0	0	0	0	0	0
LOC100507632	0	0	0	0	0	0
LOC100507634	7	8	9	11	12	9
LOC100507651	0	0	0	0	0	0
LOC100508120	6	5	3	20	14	12
LOC100509575	0	0	0	0	0	0
LOC100509894	7	11	15	22	23	15
LOC100526771	0	0	0	0	0	0
LOC100527964	26	29	18	30	47	24
LOC100616530	1	5	2	6	4	4
LOC100616668	3	3	2	0	2	0
LOC100628307	0	0	0	0	0	0
LOC100630918	22	32	27	18	27	23
LOC100630923	0	0	0	0	0	0
LOC100631378	2	2	0	0	1	0
LOC100652730	15	25	20	31	28	13
LOC100652739	0	0	0	1	2	1
LOC100652759	0	0	0	0	0	0
LOC100652768	4	2	1	4	5	0
LOC100652770	0	2	0	2	2	2
LOC100652791	0	0	0	0	0	0
LOC100652846	2	0	0	0	0	0
LOC100652909	0	0	0	0	0	0
LOC100652999	0	1	1	1	0	0
LOC100653515	15	15	4	9	10	12
LOC100859930	39	42	43	58	50	48
LOC100861402	4	2	0	3	0	0
LOC113230	28	27	32	18	12	17
LOC115110	0	0	0	0	0	0
LOC116437	0	0	0	0	0	0
LOC120824	0	0	0	0	0	0
LOC126536	0	0	0	0	0	0
LOC127841	1	3	1	0	3	3
LOC139201	0	0	1	0	2	1
LOC143188	33	39	33	15	19	29
LOC143666	13	12	8	9	26	18
LOC144481	4	5	5	2	3	2
LOC144486	5	3	5	3	8	5
LOC144571	3	6	4	3	7	2
LOC144742	0	0	0	0	0	0
LOC145216	0	1	0	0	0	0
LOC145474	0	0	0	0	0	0
LOC145663	0	0	0	0	0	0
LOC145783	8	5	3	20	23	12
LOC145820	0	0	0	0	0	0
LOC145837	0	0	0	2	0	0
LOC145845	0	0	0	0	0	0
LOC146336	2	7	2	7	5	2
LOC146481	0	0	0	0	0	0
LOC146513	0	0	0	0	0	0
LOC146880	85	101	65	71	84	67
LOC147093	0	0	0	0	0	2
LOC147646	0	0	0	0	0	1
LOC147670	0	0	1	0	0	0
LOC147727	104	105	105	113	157	113
LOC147804	59	82	47	59	80	60
LOC148145	0	0	0	0	0	0
LOC148189	155	162	107	144	166	108
LOC148413	79	86	76	83	103	77
LOC148696	0	0	0	0	0	0
LOC148709	10	9	7	11	5	9
LOC148824	0	0	0	0	0	0
LOC149086	0	0	0	0	0	0
LOC149134	0	0	0	0	0	0
LOC149373	0	0	0	0	0	0
LOC149773	0	2	2	0	0	0
LOC149837	0	2	0	2	1	3
LOC149950	0	1	0	0	0	0
LOC150185	0	0	0	0	0	0
LOC150197	15	8	14	13	14	9
LOC150381	60	80	72	64	61	74
LOC150527	0	0	0	0	0	0
LOC150568	0	0	0	0	0	0
LOC150622	0	1	0	0	0	1
LOC150776	117	170	156	152	210	186
LOC150935	0	0	0	0	0	0
LOC151009	0	0	0	0	0	0
LOC151171	0	0	0	1	0	0
LOC151174	0	0	0	0	0	0
LOC151300	0	0	0	0	0	0
LOC151475	0	0	0	1	0	0
LOC151484	0	0	0	0	0	0
LOC151534	8	9	7	5	4	5
LOC151658	0	0	0	0	0	0
LOC152024	0	0	0	0	0	0
LOC152217	207	240	246	315	391	295
LOC152225	0	0	0	0	0	0
LOC152578	2	0	0	0	0	0
LOC152742	0	0	0	0	1	0
LOC153469	0	0	0	0	0	0
LOC153684	12	15	9	10	23	7
LOC153910	3	3	1	2	2	2
LOC154092	0	0	0	0	0	0
LOC154449	0	0	0	0	0	0
LOC154761	1	0	0	0	1	1
LOC154822	0	0	0	0	0	1
LOC154860	23	41	29	33	44	23
LOC154872	0	0	0	0	0	0
LOC155060	35	63	40	38	33	33
LOC157273	0	0	0	0	0	0
LOC157381	0	0	0	0	0	0
LOC157627	2	0	0	0	0	0
LOC158257	1	1	0	0	0	0
LOC158376	0	0	0	0	0	0
LOC158434	0	0	1	0	0	0
LOC158435	0	1	2	2	1	0
LOC158572	3	2	3	10	9	6
LOC158696	0	0	0	0	0	0
LOC170425	2	2	2	1	2	0
LOC1720	0	0	0	1	0	1
LOC200261	0	0	0	0	0	0
LOC200726	0	0	0	0	0	0
LOC200772	0	0	0	0	0	0
LOC201477	0	0	0	0	1	0
LOC201617	0	3	2	5	6	1
LOC201651	26	36	36	65	70	54
LOC202181	44	39	30	30	25	27
LOC202781	33	31	32	38	43	32
LOC219347	6	13	8	19	16	7
LOC219731	0	2	1	1	2	2
LOC220729	50	80	59	44	76	45
LOC220906	48	56	44	73	112	74
LOC221122	0	0	0	0	0	0
LOC221442	17	20	13	13	17	8
LOC253039	27	40	31	52	55	45
LOC253044	0	0	0	0	0	0
LOC253573	0	0	0	0	2	0
LOC253962	0	0	0	0	0	0
LOC254099	0	0	0	0	0	0
LOC254100	8	10	8	3	9	13
LOC254128	11	30	27	33	31	27
LOC254312	0	0	0	0	0	0
LOC254559	0	0	0	0	0	0
LOC254896	4	3	11	7	4	6
LOC255025	0	0	0	0	0	0
LOC255130	0	2	0	0	0	0
LOC255167	0	0	0	0	0	0
LOC255411	0	0	0	0	0	0
LOC255480	0	0	0	0	0	0
LOC255512	1	1	3	1	3	4
LOC255654	0	0	0	0	0	0
LOC256021	0	0	0	0	0	0
LOC256880	7	3	0	2	4	4
LOC257358	1	1	9	6	9	0
LOC257396	52	69	58	75	96	78
LOC282980	0	0	0	0	0	0
LOC282997	2	1	0	2	5	1
LOC283033	0	0	0	0	0	0
LOC283038	0	0	0	0	2	1
LOC283050	4	2	1	2	5	4
LOC283070	40	42	35	29	32	31
LOC283089	0	6	4	7	3	4
LOC283104	49	55	45	58	94	66
LOC283116	0	0	0	0	0	0
LOC283143	0	0	0	0	0	0
LOC283174	56	89	54	41	67	62
LOC283177	0	0	0	0	0	2
LOC283194	1	4	0	1	3	0
LOC283214	0	0	0	0	0	0
LOC283299	0	1	0	0	0	0
LOC283332	0	0	1	2	0	0
LOC283335	11	30	29	23	29	20
LOC283392	7	14	10	11	14	17
LOC283403	2	0	0	0	0	0
LOC283404	0	0	0	0	1	0
LOC283440	0	0	0	0	0	0
LOC283481	0	0	0	0	0	0
LOC283547	0	0	0	1	0	0
LOC283553	4	7	6	7	6	13
LOC283585	0	0	0	1	0	2
LOC283587	0	0	0	0	0	0
LOC283624	367	446	309	511	600	467
LOC283663	3	3	1	5	8	3
LOC283683	1	0	0	0	1	0
LOC283688	0	0	0	0	0	0
LOC283692	0	0	0	0	0	0
LOC283693	1	3	0	3	5	6
LOC283710	1	2	2	0	1	1
LOC283731	0	0	0	0	0	0
LOC283738	0	0	0	0	0	0
LOC283761	0	0	0	0	0	0
LOC283788	0	0	0	0	0	0
LOC283856	0	0	0	0	0	0
LOC283867	0	0	0	0	0	0
LOC283888	1	0	4	2	0	2
LOC283914	0	0	0	0	0	0
LOC283922	103	108	89	96	105	90
LOC284009	0	3	3	3	1	5
LOC284023	3	1	1	2	4	2
LOC284080	4	3	4	4	9	5
LOC284100	3	0	0	0	0	1
LOC284215	0	0	0	0	0	0
LOC284260	0	0	0	1	2	0
LOC284276	0	0	0	0	0	0
LOC284294	0	0	0	0	0	0
LOC284344	0	0	0	0	0	0
LOC284379	0	0	0	0	0	0
LOC284385	21	37	12	26	44	20
LOC284395	0	0	0	0	0	0
LOC284408	0	2	0	0	1	0
LOC284412	0	0	0	0	0	0
LOC284440	9	6	14	14	24	11
LOC284454	8	18	18	32	20	11
LOC284551	0	0	0	0	0	0
LOC284576	0	0	0	0	0	0
LOC284578	2	1	1	0	1	0
LOC284581	17	32	17	14	18	16
LOC284632	0	1	0	0	0	1
LOC284648	0	0	0	0	0	0
LOC284661	0	0	0	0	0	0
LOC284688	0	0	0	0	0	0
LOC284751	86	104	92	80	117	92
LOC284757	0	0	0	0	0	0
LOC284788	0	0	0	0	0	0
LOC284798	0	0	0	0	0	0
LOC284801	446	697	441	343	550	600
LOC284837	0	0	0	0	1	0
LOC284865	1	0	1	1	1	0
LOC284889	2	4	3	7	2	1
LOC284933	0	0	0	0	0	0
LOC284950	0	0	0	0	0	0
LOC284998	0	0	0	0	0	0
LOC285000	0	0	0	0	0	0
LOC285033	36	37	23	28	26	34
LOC285074	19	22	22	18	29	36
LOC285084	0	0	0	0	0	0
LOC285103	0	2	1	2	0	0
LOC285205	1	0	1	0	1	2
LOC285326	0	0	0	0	0	0
LOC285359	4	6	1	2	7	3
LOC285370	0	0	0	0	0	0
LOC285375	0	0	0	1	1	0
LOC285401	0	0	0	0	0	0
LOC285419	1	0	0	0	0	0
LOC285441	0	1	0	0	0	0
LOC285456	8	7	5	9	5	8
LOC285484	14	21	10	6	8	4
LOC285501	35	19	21	29	51	37
LOC285540	19	14	21	11	24	18
LOC285547	0	0	0	0	0	0
LOC285548	4	3	4	7	4	4
LOC285577	0	1	0	0	0	0
LOC285593	0	0	0	0	0	0
LOC285626	5	8	9	13	1	4
LOC285627	0	0	0	0	0	0
LOC285629	0	0	0	0	0	0
LOC285692	0	0	0	1	0	0
LOC285696	0	0	0	0	0	0
LOC285740	0	0	0	0	0	0
LOC285758	0	0	0	0	0	0
LOC285762	0	0	0	0	0	0
LOC285768	0	0	0	1	0	0
LOC285796	0	0	0	0	0	0
LOC285819	0	0	0	0	0	0
LOC285847	0	0	0	2	4	1
LOC285878	0	0	0	0	0	0
LOC285889	0	0	0	0	0	0
LOC285954	0	0	0	0	0	0
LOC285965	0	0	0	1	3	0
LOC285972	0	0	0	1	0	1
LOC286002	0	0	0	0	1	0
LOC286059	0	0	0	0	0	0
LOC286083	0	0	0	0	0	1
LOC286094	0	0	0	0	0	0
LOC286114	0	0	0	0	0	0
LOC286135	0	0	0	0	0	0
LOC286177	0	0	0	0	0	0
LOC286184	0	0	0	0	0	0
LOC286186	0	0	0	0	0	0
LOC286189	1	0	1	0	0	0
LOC286190	3	1	0	1	3	1
LOC286238	0	0	0	0	0	0
LOC286297	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0
LOC286367	1	1	2	3	0	0
LOC286370	0	0	0	0	0	0
LOC286437	5	5	2	6	9	9
LOC286442	0	0	0	0	2	0
LOC286467	253	276	245	336	337	246
LOC338579	0	0	0	0	2	0
LOC338588	0	0	0	0	0	0
LOC338651	0	0	0	0	0	0
LOC338739	29	29	38	38	39	45
LOC338758	2	0	1	2	3	3
LOC338799	26	32	21	28	31	15
LOC338817	6	1	2	0	0	1
LOC338963	0	0	0	0	0	0
LOC339166	0	0	0	0	0	1
LOC339240	3	1	0	0	0	0
LOC339290	0	0	0	0	0	0
LOC339298	0	0	0	0	0	0
LOC339442	0	0	0	0	0	0
LOC339505	0	0	1	0	0	0
LOC339524	6	6	7	5	2	9
LOC339529	0	0	0	0	0	0
LOC339535	0	0	0	0	0	0
LOC339568	0	0	0	0	0	0
LOC339593	0	0	0	0	0	0
LOC339622	0	0	0	0	0	0
LOC339666	0	0	0	0	0	0
LOC339685	0	1	3	0	0	1
LOC339788	0	0	0	0	1	0
LOC339803	0	1	0	0	2	0
LOC339807	0	0	0	0	0	1
LOC339822	0	0	0	0	0	0
LOC339862	10	6	4	16	6	13
LOC339874	3	0	2	1	3	3
LOC339894	3	1	3	3	7	2
LOC339926	0	0	0	0	0	1
LOC339975	0	0	0	0	0	2
LOC340017	0	0	0	0	0	0
LOC340037	21	15	21	12	18	13
LOC340073	0	0	0	0	0	0
LOC340074	0	0	0	0	0	0
LOC340094	1	0	1	1	0	0
LOC340107	0	0	0	0	0	0
LOC340113	0	0	0	0	0	0
LOC340357	0	0	0	0	0	0
LOC340508	0	0	0	0	0	2
LOC340515	0	0	0	0	0	0
LOC340544	3	4	3	3	6	4
LOC341056	0	0	0	0	0	0
LOC344595	39	48	29	56	49	61
LOC344887	0	0	0	0	0	0
LOC344967	1	0	0	0	0	1
LOC347411	0	0	0	0	1	0
LOC348120	0	0	0	0	0	0
LOC348761	7	9	12	8	4	7
LOC349160	0	0	0	0	0	0
LOC349196	0	0	0	0	0	0
LOC374443	19	11	15	22	18	12
LOC375010	0	0	1	2	2	0
LOC375190	8	13	3	3	10	11
LOC375196	0	1	0	0	0	0
LOC375295	0	1	0	0	0	0
LOC386597	0	0	0	1	0	1
LOC386758	0	0	0	0	0	0
LOC387646	23	40	29	36	33	34
LOC387647	200	237	170	224	263	218
LOC387723	2	3	0	2	3	1
LOC387895	3	6	0	3	5	2
LOC388152	32	31	31	33	37	38
LOC388242	0	0	0	0	0	0
LOC388276	0	0	0	0	0	0
LOC388387	0	0	0	1	0	0
LOC388499	0	1	0	1	0	0
LOC388553	39	30	29	29	25	18
LOC388588	6	5	1	3	3	1
LOC388630	2	5	3	5	1	1
LOC388692	26	51	15	45	33	24
LOC388796	166	146	122	204	186	134
LOC388813	0	0	1	0	0	0
LOC388849	0	0	0	0	0	0
LOC388906	7	3	3	11	5	7
LOC388942	1	0	0	0	0	0
LOC388946	0	0	0	0	0	0
LOC388948	0	0	0	0	0	0
LOC389023	0	0	0	0	0	0
LOC389033	0	0	0	0	0	0
LOC389043	0	0	0	0	0	0
LOC389247	3	4	2	4	2	1
LOC389332	0	0	0	0	0	0
LOC389458	1	0	0	0	2	0
LOC389493	0	0	0	0	0	0
LOC389634	2	2	2	1	1	2
LOC389641	33	59	40	30	37	39
LOC389705	0	0	0	0	0	0
LOC389765	19	23	13	17	20	15
LOC389791	2	1	0	3	1	3
LOC389831	0	0	0	0	0	0
LOC389834	0	0	0	0	0	0
LOC389906	41	67	43	57	58	72
LOC390660	0	0	0	0	0	0
LOC390705	0	0	0	0	0	0
LOC390858	0	0	0	0	0	0
LOC390940	1	0	1	0	0	1
LOC391322	1	0	0	0	0	0
LOC392196	0	0	0	0	0	0
LOC392232	0	0	0	0	0	0
LOC392364	0	0	0	0	0	0
LOC399708	0	0	0	0	0	2
LOC399715	2	1	2	0	3	3
LOC399744	33	21	21	39	48	27
LOC399753	11	11	10	19	25	11
LOC399815	27	30	25	42	33	36
LOC399829	0	0	0	0	0	0
LOC399939	0	0	0	0	0	0
LOC399940	0	0	0	0	0	0
LOC400027	28	48	39	47	68	53
LOC400043	2	0	0	0	0	0
LOC400084	0	0	0	0	0	0
LOC400236	12	20	25	8	19	12
LOC400238	0	0	0	0	0	0
LOC400456	0	0	0	0	0	0
LOC400548	0	0	0	0	0	0
LOC400550	0	0	1	0	0	0
LOC400558	0	0	0	0	0	1
LOC400604	3	4	2	2	4	5
LOC400620	0	0	0	0	0	0
LOC400643	0	0	0	0	3	0
LOC400654	0	0	0	0	0	0
LOC400655	0	0	0	1	0	0
LOC400657	84	120	112	128	143	96
LOC400680	1	1	0	0	2	0
LOC400684	9	4	10	9	10	7
LOC400685	7	9	6	2	5	12
LOC400752	3	3	3	2	2	3
LOC400794	0	0	0	0	0	0
LOC400891	0	0	0	0	0	0
LOC400927	14	12	8	9	16	18
LOC400940	0	0	0	0	0	0
LOC400958	0	0	0	0	0	0
LOC401010	0	3	0	3	0	1
LOC401052	0	1	7	1	2	2
LOC401074	15	16	13	14	18	7
LOC401093	25	12	24	16	33	22
LOC401109	0	0	0	0	0	0
LOC401127	4	6	3	6	4	0
LOC401134	0	0	0	0	0	2
LOC401164	0	0	0	0	0	0
LOC401177	0	0	0	0	0	0
LOC401242	0	1	0	2	2	2
LOC401320	33	27	25	32	43	31
LOC401321	51	57	40	74	91	74
LOC401324	0	0	0	0	0	0
LOC401397	478	489	410	597	746	572
LOC401431	6	5	17	9	10	15
LOC401463	0	0	0	0	0	0
LOC401497	0	0	0	0	1	0
LOC401557	0	0	0	0	0	0
LOC401588	25	15	14	26	39	15
LOC401980	10	10	4	6	10	8
LOC402160	2	0	1	4	5	3
LOC402779	0	0	0	0	0	0
LOC407835	2	3	1	2	3	1
LOC415056	0	0	0	0	0	0
LOC439949	28	23	24	45	27	18
LOC439950	0	0	1	0	0	0
LOC439990	63	56	61	65	112	62
LOC439994	14	8	12	18	22	15
LOC440028	9	9	8	9	8	7
LOC440040	0	0	1	0	0	0
LOC440041	0	0	0	0	0	0
LOC440117	0	0	0	0	0	0
LOC440131	0	0	0	0	0	0
LOC440173	1	7	4	1	2	2
LOC440288	30	28	27	29	29	24
LOC440297	0	1	0	0	1	0
LOC440300	3	7	3	4	3	5
LOC440335	0	0	0	0	1	0
LOC440354	14	19	15	24	24	21
LOC440356	0	4	5	2	0	4
LOC440434	33	53	39	41	57	51
LOC440461	1	0	0	0	3	1
