Symbol	Lung-60-2710-01	Lung-18-4086-01	Lung-22-4613-01	Lung-37-4132-01	Lung-22-4591-01	Lung-18-3410-01	Lung-64-1680-01	Lung-21-1070-01	Lung-66-2780-01	Lung-66-2787-01	Lung-66-2766-01
CCDC110	0.00825	-0.50675	1.16075	1.70125	1.911	2.312	2.60575	0.92525	0.285	0.548	1.82775
CCDC111	0.3725	-0.865	-1.6525	0.332	0.731	0.5545	0.9455	-0.5335	-0.323	-0.53	0.1855
RAB3A	-0.659	-0.28525	-0.92625	-0.5575	-0.02925	-1.23025	-0.82075	-0.654	-1.08325	-0.51175	-0.366
LEO1	-0.01375	-0.92775	-0.4255	-1.16575	-1.5235	-0.56275	-1.391	-0.71375	-0.534	-0.94175	-0.8015
ATP1A4	0.197166667	-0.783166667	-0.395166667	-1.336	-0.053666667	-1.1485	0.6225	-0.180833333	0.238666667	-0.452166667	-0.876833333
ATP1A3	0.3475	-0.56175	-0.42275	-0.88975	0.2365	-0.89375	0.842	-0.008	0.364	-0.524	-0.77675
ATP1A2	-2.3175	-2.8075	-1.869	-3.15525	-3.224	-2.407	-1.20525	-3.99425	-4.13725	-3.57	-2.61375
ATP1A1	0.5333	-0.2343	0.4707	-0.5809	0.3796	-0.5926	0.827	0.2333	0.2049	-0.4314	-0.8893
LOC131149	0.0805	0.3855	0.877	0.601	0.472	0.553	0.6355	-0.6345	0.3295	-0.404	0.414
MGRN1	-0.41125	-1.082375	-1.667625	-0.97075	-1.1695	-1.01925	0.35575	-0.504375	-0.803375	-0.96475	-1.3995
NHEJ1	-0.236666667	-0.871333333	-1.805666667	0.192833333	-0.634833333	0.2875	0.564833333	-0.219	0.437166667	-0.514666667	-0.439
CRTAP	-0.185857143	-0.664142857	-1.122428571	-1.882071429	-1.729214286	-1.516642857	0.519357143	-0.758928571	-0.873928571	-0.520928571	-0.195785714
SPHK2	0.539666667	0.322	-0.038666667	0.435166667	0.1975	-0.7835	-0.975333333	0.125333333	-0.648	0.197333333	-0.505333333
SPHK1	-0.306	0.44675	0.858	-1.2205	-2.12325	-0.171	-3.44675	0.1255	-0.44625	0.2865	0.78575
DPT	2.910583333	3.044083333	2.054916667	3.83425	0.684333333	3.518333333	3.109583333	3.567666667	4.236583333	2.933166667	3.84575
BPESC1	-0.678333333	0.143	0.4705	0.41825	0.24975	0.26025	-0.49225	-0.34525	-0.32875	-0.31925	-0.03725
IPO11	0.964625	-0.6445	-1.369125	-0.25	-0.288375	0.574	0.037625	-0.05125	0.494	0.013625	0.4785
CUEDC2	-0.470625	0.151375	-0.957	0.699875	0.169625	-0.14975	0.107375	-0.270625	0.109875	-0.475625	0.135625
CBLB	1.424166667	0.537666667	-0.0976	-0.148333333	1.051333333	0.474666667	1.116	0.977666667	0.969833333	2.6585	-0.4395
AIM1	1.77625	0.39175	0.83725	-0.6585	1.01525	0.9315	1.32975	2.19425	1.31525	1.237	0.4285
CPEB4	-0.17575	-0.608625	-0.743142857	-0.254375	-0.317	-0.25925	-0.032375	0.76075	-0.11275	0.112375	-0.72125
CPEB1	-2.64025	-1.63575	-1.2365	-1.7505	-1.7315	-2.776	-2.37325	-2.55825	-1.437	-0.425	-0.6205
ZNF45	0.262	-0.323625	0.257125	-0.5205	-0.17925	1.60525	0.461	0.018625	0.401375	0.625875	-0.416875
CPEB3	0.72925	-0.28925	0.31575	1.275	2.13575	0.007	1.32575	2.65475	0.2745	0.23975	-0.04075
CPEB2	-0.27725	0.142375	0.001428571	0.6115	0.5485	0.312875	-0.15825	-0.09675	-0.537375	0.31825	0.35475
BEGAIN	-2.9765	-1.714333333	-2.1384	-2.264	-2.024666667	-3.229333333	-2.645666667	-2.937833333	-2.253166667	-1.825333333	-1.741666667
ZNF44	-0.170777778	-0.034	-0.900375	0.0174	-0.4746	0.3241	-0.1795	-0.133777778	-0.4694	0.0909	0.4412
NOPE	-0.2979	-0.1741	-0.150333333	-0.3865	-0.7675	-1.1267	-1.3424	-0.2516	0.3164	-0.3636	-0.6423
ABAT	-0.9309	-0.8967	-2.060666667	-1.52	-0.7084	-2.0395	-1.3722	-1.1131	-0.1873	-2.4865	-1.7621
ZNF780A	-0.4015	-0.0195	-2.1695	-0.591	0.767	0.0945	0.0005	0.024	-0.35	0.384	0.2985
ZNF780B	-0.276	0.43525	0.818	0.83625	2.49175	0.6695	1.83075	0.44975	0.397	-0.21425	1.69225
BRF2	0.742333333	0.6545	0.532833333	2.771666667	0.898666667	0.893833333	0.790666667	1.0615	1.604333333	0.149666667	1.088166667
FRG1	-0.02025	-0.49525	-0.2465	-0.17675	-0.228	0.78075	0.00825	-0.081	-0.7185	-0.36225	-0.07125
RHEBL1	-0.1445	-0.04075	0.1575	0.682	-0.0465	1.05775	-1.16325	-0.59825	-0.359	-0.54775	0.15475
ZNF41	-0.84225	-0.79	-1.18075	-1.0615	-0.58	-0.27975	0.58825	0.0215	-0.69475	-0.29075	-0.324
IFT80	0.3487	-0.0247	0.1064	0.3389	1.091	-0.137	0.6929	-0.0677	-0.0215	0.1336	1.1266
IFT81	-0.2526	-0.6092	-0.824666667	-0.706333333	-0.5692	0.0522	-0.098222222	-0.287	-0.5849	-0.5664	-1.037
PBEF1	0.4803	2.8855	-0.6188	-0.1407	2.3582	-0.4541	-0.3156	0.845	0.8304	2.8881	2.7076
HSPC105	1.21625	1.36275	0.735875	1.893375	1.97425	1.976375	1.91225	1.37875	2.10675	-1.897875	3.012375
DKFZp666G057	0.6125	-1.083666667	-0.03275	-0.4425	-0.54525	0.68375	3.3265	-0.98225	0.03	0.03975	-0.991
C20orf142	-1.3275	-0.36975	-1.522	-0.267	0.7885	-0.90275	-0.09325	-1.17125	-0.08175	0.22975	-0.429
NPY6R	0.49225	0.42725	-0.091	0.71025	0.27375	0.5615	0.82925	0.329	0.4935	0.388	0.35925
DEPDC1	-0.868	0.0225	-1.05725	0.256	-0.44525	-0.11725	-2.87825	-1.4105	-1.002	-1.16025	0.166
CTCFL	-6.4155	-3.7025	2.469	-2.816	-3.0595	-5.202	-5.4385	-5.8395	-4.0465	-0.6535	-3.2105
SP2	0.0616	-0.5028	-0.6176	-0.875555556	-0.1705	-0.2279	-0.2399	-0.0168	-0.6298	0.2988	-0.3138
KISS1R	1.2915	1.4275	-0.0475	2.253	-0.218	1.337	1.3465	1.244	1.6345	0.7765	1.4765
SP3	1.346875	0.978375	-0.034125	1.7285	0.3445	0.71375	1.364	0.499375	1.115125	0.6225	1.036125
PDIA5	0.4155	-0.08425	-0.58625	-0.189	0.652	-0.083	0.1585	-0.0595	0.0385	0.6235	-0.48325
SP4	-0.1855	-0.9735	-0.4315	1.118	0.0725	-0.3175	-0.492	-0.495	-0.5505	-0.0235	-1.0325
DEPDC5	0.749333333	0.06	0.755333333	-0.3695	1.272166667	1.1605	0.498	1.139	0.476666667	0.389166667	0.500666667
IGFBPL1	-1.37625	-0.323	0.386	4.1795	0.971	-1.297	-0.11975	0.45575	-0.152	-0.67725	0.612
ATG4C	-0.904	-1.141833333	-0.327833333	-0.297666667	-0.205833333	0.1545	-0.5195	-0.612	-0.908666667	-0.940333333	-0.468333333
ATG4B	-0.55125	-1.484125	-0.92175	-0.73375	-1.089375	-0.516125	-0.8605	-0.402625	-0.79025	-1.195375	-1.147375
ATG4A	0.398666667	0.478	0.6875	1.161	1.774166667	0.897333333	1.259666667	1.244333333	1.191166667	0.706666667	0.714333333
LOC158381	0.6255	-0.1125	-0.7605	-0.411	-0.1205	1.7855	1.636	-0.451	0.3335	0.148	0.874
CREB5	-0.18925	0.811875	-0.48475	-1.788625	-2.069375	-2.461625	-2.194375	-1.282125	-0.773375	-0.57675	-0.32925
ADAM9	0.099083333	-0.1505	-0.7874	0.463833333	2.507833333	-0.39375	0.618833333	0.550333333	0.331083333	-0.22575	-0.34675
ATG4D	0.75875	0.151	0.79825	-0.38225	-0.79375	1.0545	-0.493	-0.1815	-0.366	1.009	0.8485
PHOX2A	1.008	1.6245	-0.53575	2.14575	-0.6805	1.6905	1.053	1.07925	1.0715	1.1375	0.978
PHOX2B	-0.4175	0.401	-1.266	0.1815	0.1315	0.524	0.023	-0.2215	-0.008	0.3365	0.551
TNRC4	0.017666667	-0.0095	0.712833333	0.3555	-0.122833333	-0.178	-0.195166667	-0.546833333	-0.116	-0.483166667	-0.1775
TNRC5	0.134333333	-0.066166667	0.212	-0.083166667	-0.6195	0.017	0.224833333	0.542333333	-0.002	0.438666667	0.6885
LRGUK	-1.5365	-0.692333333	-0.746	-0.298666667	-1.300833333	-0.598666667	-0.211166667	-0.559333333	-1.349	-1.4555	-0.9635
AIM2	2.689	2.953166667	1.2845	2.698166667	0.365333333	2.958333333	5.752666667	7.330166667	5.996333333	4.8135	1.005833333
UPK2	0.58075	0.9195	0.323	-0.01275	-0.00675	0.488	0.46575	0.68375	0.40625	-0.27675	0.33675
C1orf19	0.341666667	0.553833333	0.596666667	1.055666667	0.850833333	0.490833333	0.323166667	-0.429166667	0.21	1.5265	1.376833333
CFI	-0.6305	-1.7505	-2.202666667	-2.096	-1.030666667	-3.274666667	2.463333333	0.045333333	-0.411666667	-1.970333333	-2.004
CFD	1.30075	0.9615	2.41175	1.2565	0.57225	0.06325	1.26075	0.7265	0.84825	1.56125	1.14075
C1orf14	0.00675	0.288666667	1.015666667	0.502	0.35675	0.148	0.18675	-0.06125	0.27075	0.18575	0.4055
CFB	-0.017	-0.589875	-1.120125	-1.423125	-0.643875	-0.203625	3.47075	2.2075	1.346875	-1.356125	-0.817375
OR5P3	-1.2265	-0.178	-2.1995	0.5925	0.43	0.524	-0.093	0.079	0.514	-1.3035	0.4075
OR5P2	0.327	0.336	1.074	-0.57	0.1095	-0.4135	0.5175	0.455	0.6445	0.3365	0.2435
LHPP	0.4718	1.2784	0.1694	0.9402	0.4129	0.8094	0.8786	1.3701	0.8261	-0.5647	0.932
CDKAL1	0.49	-1.074	1.2635	1.346	0.6805	0.7085	-0.0695	-0.263	0.0485	0.528	0.0435
BRF1	-0.6714	0.0248	-0.5014	0.0791	-0.1162	-0.6023	-0.5808	0.5923	-0.4658	-0.0675	-0.329
PNN	-1.3589	-0.8162	0.1294	-0.8678	-0.5063	-0.7429	-1.4318	-0.448	-1.2876	-0.9715	-1.2248
PIB5PA	0.148153846	-0.400461538	-0.159909091	-0.619307692	0.558923077	0.347538462	0.615538462	-0.288846154	-0.933615385	-0.580538462	0.530230769
ATP6V0E2	-1.043	-0.629166667	-0.624166667	0.926333333	-0.164	-0.913333333	-0.247333333	0.0215	-1.619833333	0.1535	0.471333333
RNF128	-0.668125	0.107125	-1.31325	-1.45525	0.754375	-3.347125	1.497	1.220875	-1.61575	-0.01125	0.045
CFP	2.327	1.4755	1.9035	2.46325	1.23375	4.4865	1.95025	2.77825	1.4105	2.72725	0.84175
AAAS	-1.4675	-1.00075	-0.732	-1.1825	-0.74075	-0.7495	-1.3415	-0.9385	-1.44875	-0.80025	-0.9035
HAMP	-1.829	-1.3025	-1.3845	-1.03125	-1.3925	-1.40975	-2.14975	-1.522	-2.0855	-1.176	-1.40975
LTBP1	-0.741	-0.4625	-1.4585	-1.436	1.8875	-0.6475	-2.136	-0.239	0.746	-0.547	-1.356
SIDT1	-1.113	-0.99075	-1.73475	-1.17875	-0.29975	-1.96425	1.02675	1.37675	0.62125	-1.65525	-2.23925
SIDT2	0.324333333	-0.0885	0.309666667	-0.159833333	0.277333333	-0.422833333	-0.292166667	0.824	0.382833333	0.1155	0.076166667
SIX4	-0.23075	-0.219875	0.323	0.107125	2.07625	0.662375	0.349875	0.133875	0.097	-0.1345	-0.148
SIX5	-0.646	-0.80225	0.05625	-0.88825	-0.88425	-0.4	-0.686	-0.8785	-0.88225	-1.01725	-0.913
SIX6	-3.2505	-3.46925	-2.940333333	-3.50025	-2.192	-2.9	-2.43025	-3.34225	-2.6685	-3.28425	-2.00725
SAGE1	-3.232	-2.773	1.691	-2.3375	-0.7565	1.562	-4.0175	-3.2385	-2.0665	1.564	-1.848
MR1	0.599	0.294166667	0.2265	-0.557166667	0.241	0.897833333	2.0025	1.118666667	1.601166667	-0.256666667	1.256
SIX2	1.14075	1.0475	0.73	2.14125	0.97675	2.533	-0.10225	2.3765	1.79925	0.9115	2.7705
SIX3	0.612666667	0.732166667	1.2415	0.785333333	0.842666667	0.809666667	0.519333333	0.630333333	1.296	0.759166667	2.288666667
NAALAD2	-1.6506	-0.329285714	0.955	-0.39325	-1.21425	-0.895625	-0.524875	-1.271875	-0.7115	-1.329375	-0.536625
PLCZ1	0.4275	0.159666667	-0.007	-0.07275	1.426666667	0.0165	0.31375	-0.09525	-0.75725	1.0575	-0.01275
SYNJ1	-0.473125	-0.9855	-2.225125	-1.052	-0.632625	-0.5225	-0.60525	-0.258625	-0.81025	-1.159625	-0.8965
KNDC1	0.395333333	0.017833333	-0.713666667	-0.072666667	0.031166667	-0.926666667	1.832166667	-0.160166667	-0.451833333	-1.084833333	-0.46
HMG20A	-0.074166667	-0.800333333	-0.220333333	-0.741833333	-1.5555	-0.034166667	-0.059833333	-0.913833333	-0.969166667	-0.254666667	-0.727333333
HMG20B	-0.54675	-0.4585	-0.91975	-1.15725	-1.588	0.027	-0.46675	-1.00925	-0.75075	-0.4545	-0.606
GLT8D2	1.441875	1.412	-0.24375	-0.349625	-0.95575	-0.219625	0.022875	1.412125	2.26525	1.871375	0.21575
FBXO6	2.096	1.480166667	1.003166667	1.298166667	0.557833333	1.599833333	1.5445	2.343833333	2.188166667	1.446833333	1.207833333
DYNC1I1	1.819625	2.3165	1.359	1.055625	2.354375	0.938	-0.59325	-1.547125	1.685375	-0.107625	2.226125
C4orf18	0.7265	0.524625	-1.379375	0.358375	-1.625625	1.018625	-0.71375	0.383625	0.583375	0.4745	-0.746125
C4orf19	0.672	-0.357	-0.3005	-1.1565	2.69425	1.964	-1.08725	0.142	0.48375	-1.2825	-1.731
C4orf14	-0.3845	-0.07575	-0.078	-0.33525	-0.876	-0.141	0.65475	-0.4285	-0.33425	1.03725	-0.013
C4orf15	-0.6865	-0.90075	-0.56175	-0.54775	-0.3275	0.20775	0.31025	-0.1865	-0.7375	0.2295	-0.51725
C4orf16	0.0963	0.2074	-0.9999	-0.325	0.727	0.2478	0.3989	0.2037	-0.4664	-0.0903	0.0045
C4orf17	0.3765	-0.0065	1.313	-0.0265	1.8095	-0.254	-0.0795	0.8	0.112	1.349	0.733
CDH26	1.288666667	1.200833333	0.999	0.117333333	1.531666667	-0.127333333	3.239166667	3.320666667	2.858666667	2.971333333	0.906833333
C4orf12	-0.087875	-0.598625	-1.1205	1.362125	1.296625	-1.3265	1.542875	-0.5555	-0.76675	-0.584625	0.219375
UNQ9391	0.389	0.0065	NA	1.269	-0.0615	0.8	0.049	0.401	0.0055	0.2065	0.106
MRO	0.8925	-0.204166667	-0.0535	0.831	1.9345	0.4405	0.784166667	0.244166667	0.8275	1.0285	0.375
OR2T11	0.3735	0.811	0.671	0.347	0.1935	0.546	0.439	0.266	0.7545	0.07	0.6355
CHFR	-1.083625	-0.75325	-0.6145	-0.299	-2.098375	1.10725	-0.260375	0.33825	0.48075	-0.96975	0.765625
EFHA1	-0.23125	-0.77775	-0.26675	-0.26925	-0.50275	0.03525	0.2	-0.13525	-0.358	-0.36425	0.079
EFHA2	-0.2225	0.735125	-1.600428571	2.036625	-0.597125	0.00475	0.853375	-1.043625	-0.210375	0.24675	0.970375
SYPL1	0.449875	0.77425	-0.38225	-0.591875	1.2745	-0.232125	0.398125	1.22275	1.246125	0.04725	0.984875
TIGD1	-0.30525	-0.199	0.288	0.97275	-0.2265	0.53125	0.40425	-0.23675	0.10225	0.454	0.35375
NUDT9P1	0.03	-1.2405	-0.197	0.1335	0.199	-1.8155	-1.026	-0.217	-0.8725	0.396	-0.4255
INGX	-0.038166667	0.0685	-0.1225	-0.1175	-0.131833333	-0.768666667	-0.123166667	1.156833333	0.100833333	0.497833333	0.041333333
NPR3	0.6212	1.3433	2.8501	-1.3437	1.9802	-1.4602	-0.5222	-1.4931	1.5683	2.3366	-0.1604
NGFB	1.1785	1.0395	-1.3545	0.243	0.9145	0.119	0.2265	-0.142	-0.092	0.822	0.1375
RFX5	-0.010166667	-0.570833333	-0.250833333	-1.0875	-0.2605	0.672666667	0.856333333	0.083833333	-1.107	-0.2795	-0.934166667
APP	2.1534	0.7556	-1.069555556	1.677	1.732	2.7865	1.6789	1.3255	2.7713	0.5089	2.1519
NRXN3	3.1735	1.50275	-1.39425	2.633	4.717	0.39325	0.14375	0.87575	-0.14075	1.446	0.897
C21orf45	-0.2595	-1.0135	-1.128625	-0.524	-0.630875	0.15075	-1.61625	-0.85375	-0.6765	-0.5805	-0.727375
RFX2	0.718666667	0.687833333	0.0875	-0.984166667	1.483166667	0.000666667	0.4765	0.360666667	0.447833333	0.254166667	-0.095833333
RFX3	-0.5275	-0.941833333	-0.528333333	0.615166667	1.3275	-1.135166667	-0.456333333	0.310666667	-0.062166667	0.240333333	0.459666667
RFPL2	-1.15925	0.35775	0.59025	0.3405	0.35025	-1.61525	2.493	-1.1585	-0.8625	0.58675	0.4295
NLRP13	-0.5955	0.318	4.22	1.727	-0.1805	-0.1705	-0.381	-0.307	-0.637	0.1275	-0.1385
APC	0.296	-1.374	-1.636	-1.005125	-0.79725	-0.034125	0.1035	-0.702875	-0.80275	-0.014125	-0.43025
ABCE1	0.237	-0.372	-0.1535	0.10525	0.086	0.47	-0.135	-0.41025	-0.24825	-0.353	-0.32275
UQCRC2	-0.3435	-0.0575	-0.337	-0.4945	-0.371	-0.6745	-0.082	-0.743	0.1135	-0.8775	-0.3275
XPNPEP1	-0.376	-0.089625	-0.613125	-0.116625	-0.152125	0.406625	-0.877125	0.55175	0.56975	0.248375	-0.535
XPNPEP2	0.5725	0.692	0.203666667	0.017333333	0.799166667	0.291333333	0.357166667	-0.142666667	0.4285	0.0745	0.432166667
UQCRC1	-0.09325	-0.19875	0.5015	-0.749	-0.05625	-0.57025	-0.442	0.0185	-0.0095	0.09025	0.21875
RUNDC2A	0.365666667	0.8955	-1.1312	0.759333333	-0.2675	0.3475	0.852333333	0.373333333	1.084	0.720666667	0.061666667
GGCX	0.355375	-0.202375	1.645	0.26025	0.992625	0.15875	1.173375	0.743875	0.66775	0.238875	-0.113
PAPLN	1.149833333	0.88	0.6235	0.995166667	0.7925	2.214083333	0.80825	1.496166667	0.98425	1.1385	1.372083333
ADNP	-0.14175	-0.69875	-0.952	-0.89425	0.10925	-0.731	-1.202	0.0025	0.057	-0.0165	-1.17325
ZNF57	0.72575	-0.3525	0.8345	-1.87025	0.10075	0.05675	0.5995	-0.16825	0.157	0.902	-0.02275
KHDRBS1	0.2282	-0.1119	-0.295	-0.0456	-0.0363	0.5452	-0.0636	0.1142	-0.2413	0.1239	-0.397
KHDRBS3	-0.5065	0.09575	0.56325	0.2845	-2.00675	1.93275	-0.55375	-0.917	1.1485	-2.0535	-1.96525
KHDRBS2	1.3405	0.58	0.6015	0.6055	0.5225	0.073	1.282	0.1425	0.0855	-1.113	0.402
FLJ45717	0.95825	1.15525	-0.3105	2.01575	-0.007	1.25375	1.23025	1.0615	1.162	0.88675	1.262
VPS37C	0.2375	-0.393833333	-0.0195	-0.862833333	0.580166667	0.142833333	-0.555833333	0.431833333	-0.0925	-0.169	-0.670666667
PRPH	-0.6615	0.39775	-0.2405	-0.47875	-0.23925	-0.73125	-0.78825	-1.10875	-0.30675	0.747	0.8655
FBXO9	-0.092	0.173642857	-0.070142857	-0.100357143	0.607928571	-0.109571429	-0.052	0.0875	0.034714286	0.364071429	0.006857143
DYNC1I2	0.574125	0.529625	1.208625	-0.207375	-0.049125	0.322375	0.398	0.178625	0.5485	0.373875	0.605625
ZNF395	0.2518125	-0.5435625	-0.6515	-1.085	-0.5150625	-1.47125	-0.5771875	-0.0839375	-0.43425	-0.8411875	-0.3505625
STAC3	0.6605	0.362	-0.502	-0.6375	-0.2505	-0.032	-0.5465	0.9135	-0.0615	0.41	-0.7635
ZCCHC10	-0.254	0.0965	-0.8705	0.4755	-0.096	0.2145	0.9545	-0.1995	0.4645	-0.323	1.057
LHCGR	0.398	0.637	-0.3385	0.2955	0.619	2.727	0.7135	0.131	-0.2035	0.715	0.4345
LOC389118	0.7875	0.6205	0.8395	0.998	2.0235	-0.2485	0.5995	-0.066	0.2855	-0.034	0.015
SPSB4	0.938	1.039	0.5335	1.0575	-0.2625	1.6865	1.0325	1.0945	1.028	0.57	1.241
OR1Q1	0.053166667	0.229	0.014	-0.037166667	0.028333333	-0.0695	0.496333333	0.280666667	0.189	-0.033666667	0.099
TMEM127	0.723785714	0.550642857	0.999285714	0.030857143	0.326785714	0.401928571	0.6995	0.942571429	0.748857143	1.153357143	-0.043857143
GPR78	2.022	1.0575	1.0225	1.948	0.274	2.727	1.93	1.7625	2.6515	2.381	2.7345
ZBED4	-0.041375	-0.037125	0.009	-1.1095	0.13025	-0.37375	-0.266375	-0.337	0.1795	-0.018875	-0.645
C11orf2	-0.0925	0.15	0.616	0.6295	-0.24475	0.0835	0.132	0.3745	-0.494	0.1885	-0.66075
C11orf1	-0.02075	0.46	0.92575	1.00425	0.34875	0.5625	1.18875	-0.36525	0.83175	-0.36475	0.33225
DPYSL5	-1.069	0.287	-0.245	0.492	0.62	-0.1395	-0.7825	-0.082	-0.31	-0.146	-0.188
DPYSL2	-0.057454545	-0.296	-1.469111111	-0.602727273	-1.143409091	1.197954545	1.565227273	-0.855136364	-0.811090909	-0.672454545	-1.616136364
DPYSL3	1.378333333	0.866166667	-0.620833333	1.1095	3.075833333	-1.402333333	-0.848666667	-0.083	1.281833333	-0.949833333	0.0645
PTPRCAP	0.501	0.9665	0.769	1.52375	-0.0635	1.0285	0.25275	1.9325	0.2355	1.2315	0.1605
GPR17	0.3025	0.832	0.468	-0.074	0.914	1.363	0.8975	0.385	0.693	0.1045	2.662
KRTAP10-10	0.4585	1.018	0.5475	0.7725	0.626	0.247	0.2795	0.227	0.4205	0.5435	0.7485
IGFBP2	1.801166667	0.095666667	-0.353	-1.326833333	1.378833333	-1.409166667	-0.489833333	-0.3955	-0.958333333	0.051833333	1.434
IGFBP3	-2.017214286	-0.432142857	-1.543214286	-2.270071429	2.568857143	-1.265928571	-2.282857143	-1.704	-0.303642857	-0.980071429	-0.985714286
LRFN1	0.7145	1.081666667	0.536666667	1.532	0.189333333	1.200666667	0.644333333	0.7565	1.328333333	1.224166667	1.376833333
IGFBP1	-8.43	-7.044625	-6.994625	-7.325375	-6.257625	-7.907625	-8.379375	-8.055125	-7.56075	-7.956	-7.047625
IGFBP6	-1.3545	0.314	-2.4305	-1.407833333	-1.9725	-1.777	-1.874333333	-0.287666667	-0.905666667	-0.398	-0.1355
MRGPRF	0.2945	0.8315	0.097875	0.176625	-0.459125	-0.6685	-0.226	0.236375	0.89725	0.1085	0.337625
IGFBP4	-0.592333333	-0.489166667	-0.361333333	-1.319	-0.498	-0.943666667	-0.328	-0.485666667	0.686666667	-0.749166667	-1.055666667
IGFBP5	-0.57673913	0.019434783	-0.863434783	0.082695652	1.134565217	-1.400565217	-0.568652174	0.397478261	1.101565217	0.385652174	-0.685043478
PPM2C	2.05125	2.451	-0.02	2.29975	0.6675	0.728	1.46175	2.55375	3.95775	2.8225	1.0105
TTC4	-0.764	-0.617	-3.141	-1.228333333	-0.944666667	-1.022666667	-1.070333333	-0.677833333	-0.6375	-0.896333333	-1.197833333
CYP2R1	-0.45125	0.083	0.02875	-0.08925	-0.039	-0.01675	0.25025	-0.582	-0.638	-0.1415	0.94
CKLF	-1.415	-0.295333333	0.245833333	0.5115	-0.484	-0.032	0.47	-0.239333333	0.593166667	-0.485	0.113833333
SASP	2.685	1.30025	0.8995	-0.5615	0.75875	1.86625	-1.12775	1.1895	-1.35225	-1.18375	-0.502
C15orf26	-1.80575	-1.6275	-1.8265	-2.04875	-1.628	-2.80275	0.96125	-1.70125	-1.58725	-4.02475	-2.36425
C15orf27	-0.386	-1.0945	-1.776	-1.804	-1.26	-1.367	-1.6375	-1.0375	-1.439	-0.6225	0.903
C15orf24	0.35775	0.242	0.79275	0.738	0.76375	-0.327	0.4465	-0.2155	0.61475	0.09475	0.16525
GJA3	-0.902833333	0.8415	-0.282833333	-0.878	0.337666667	0.121166667	-0.881333333	0.466666667	0.544666667	1.3925	-0.213833333
GJA4	3.33625	1.70975	-0.2845	2.41125	1.11375	2.86475	2.2485	3.43375	1.20475	3.00175	1.69875
GJA5	2.76525	1.89025	0.86075	1.57225	2.64375	2.13825	1.466	2.10075	2.82675	1.77075	2.03075
C10orf56	-0.377166667	-0.733166667	-0.664	-1.144	-1.361333333	-1.127166667	-0.240333333	-0.624	0.347833333	-0.598333333	-1.149666667
GJA9	0.174	0.106	-0.410333333	-0.134166667	0.396833333	0.233333333	0.399666667	0.008166667	0.3965	0.326166667	0.482666667
C15orf28	-0.58225	0.5185	0.44	-0.1225	0.11725	-0.15325	-0.3155	-0.038	-0.2195	-0.06725	-0.3665
C15orf29	1.212125	0.654125	-0.432285714	0.5505	0.457375	0.5565	1.187	0.498625	2.213375	1.077	1.281875
ZNF117	-1.34375	-0.57725	-2.00725	-1.57775	-0.3835	-1.2045	-0.44125	-2.05375	-1.10725	-1.40875	-0.52275
ZNF114	-2.308333333	-0.8915	-2.885166667	-1.506	-1.704666667	-3.811166667	-1.296333333	1.769	0.482166667	-3.351333333	-0.347166667
SEZ6L	-2.132833333	-1.070857143	0.536166667	1.148	-0.375375	-0.311375	-0.809125	-1.484625	-0.973875	-1.6495	-0.77325
TMC4	0.6195	0.51	-0.6595	0.72425	0.58125	-0.7425	2.52275	0.641	0.543	-0.07325	1.06475
TMC5	2.10575	1.81025	1.04475	2.641	1.90025	1.7125	4.472	1.81275	1.904	-0.4825	1.28325
TMC6	-1.374875	-1.4115	-0.433714286	-1.3735	-1.421875	-0.622125	-0.940875	-0.13925	-1.55425	-0.403125	-1.5885
TMC7	-1.377333333	-0.588	0.2612	-1.1945	-0.598333333	-2.158833333	-0.3405	0.382333333	1.242	-1.942333333	-0.342
APIP	-0.26675	-0.565	-0.52975	0.16625	1.4705	0.392	0.57275	-0.6165	-0.8345	0.025	-0.2795
TMC1	0.586333333	0.45825	-1.0385	-0.537666667	0.09975	0.59	0.283	-0.30075	0.318	0.3655	0.01825
TMC2	-0.197	-0.2455	-0.407	-0.658	-0.106	0.0115	0.3965	-0.304	0.119	0.0505	0.02
TMC3	-0.0825	-0.122	2.49	1.123	-0.884	-0.653	-0.31	0.3405	-0.109	0.0295	0.0435
PKLR	-1.9225	-0.729	-0.4405	-0.75	-0.6845	-1.97	-1.152	-2.255	-0.918	-1.9735	-1.1685
EIF2B4	-0.898166667	-1.093166667	-0.329333333	-0.478166667	-0.3645	-1.1285	-0.996666667	-0.4245	-0.538166667	-0.780333333	-1.5505
HCRP1	-0.986	-1.5015	-0.51	-1.5605	-0.5745	-1.6205	-1.758	1.5825	-0.6695	-0.2145	-1.938
EIF2B2	-0.588375	-0.62975	-0.325875	-0.39875	0.136125	-0.573	-0.732125	0.050125	0.191875	-0.399375	-0.124625
EIF2B3	-0.5855	-0.394	-1.9875	-0.1625	-0.5695	-0.4685	-1.071	-1.156	-0.723	-0.4455	-0.546
EIF2B1	0.02025	-1.1585	0.1605	-0.30125	0.3145	-0.093	-0.1465	0.2885	-0.124	-0.306	0.56075
PRKAR2A	-0.581333333	-1.385333333	-0.716	-0.568	-0.838666667	-1.187333333	-0.853666667	-0.518166667	-0.866	-0.5195	-0.504
C20orf52	-0.1045	0.776166667	0.533	1.312	1.034333333	1.050333333	-0.007166667	0.062	0.005166667	0.619166667	2.055833333
